customer_id,first_name,last_name,email,city,state,signup_date,cohort_month,acquisition_channel
7583,Leo,Khan,leo.khan7583@lumen.example,Detroit,NC,2026-02-19,2026-01,social
7584,Aisha,Nair,aisha.nair7584@lumen.example,Boston,TN,2025-03-06,2025-02,social
7585,Priya,Sharma,priya.sharma7585@lumen.example,Atlanta,TX,2026-02-19,2026-01,social
7586,Aisha,Kim,aisha.kim7586@lumen.example,Atlanta,CO,2025-12-30,2025-12,email
7587,Omar,Kim,omar.kim7587@lumen.example,Phoenix,IL,2025-10-26,2025-10,referral
7588,Maya,Nair,maya.nair7588@lumen.example,Detroit,MI,2025-10-30,2025-10,organic
7589,Aarav,Patel,aarav.patel7589@lumen.example,Seattle,TX,2025-12-08,2025-11,email
7590,Arjun,Ortiz,arjun.ortiz7590@lumen.example,Portland,MN,2025-09-05,2025-08,organic
7591,Jules,Verma,jules.verma7591@lumen.example,Raleigh,WA,2025-04-26,2025-03,organic
7592,Leo,Ortiz,leo.ortiz7592@lumen.example,Miami,WA,2025-01-11,2024-12,email
7593,Rohan,Rao,rohan.rao7593@lumen.example,Atlanta,IL,2026-02-25,2026-02,referral
7594,Asha,Sharma,asha.sharma7594@lumen.example,Minneapolis,TX,2026-03-04,2026-02,organic
7595,Ezra,Nair,ezra.nair7595@lumen.example,Raleigh,IL,2026-01-04,2025-12,email
7596,Theo,Joshi,theo.joshi7596@lumen.example,Seattle,GA,2025-01-06,2024-12,social
7597,Jonah,Chen,jonah.chen7597@lumen.example,Denver,GA,2025-05-31,2025-05,direct
7598,Jules,Pillai,jules.pillai7598@lumen.example,Denver,MN,2025-05-10,2025-04,email
7599,Jonah,Pillai,jonah.pillai7599@lumen.example,Miami,TX,2025-07-22,2025-06,referral
7600,Jonah,Shah,jonah.shah7600@lumen.example,Miami,TX,2025-08-20,2025-07,referral
7601,Rohan,Das,rohan.das7601@lumen.example,Denver,OR,2025-06-06,2025-05,paid_search
7602,Omar,Verma,omar.verma7602@lumen.example,Seattle,CO,2024-11-14,2024-10,direct
7603,Ivan,Patel,ivan.patel7603@lumen.example,Denver,TX,2025-09-28,2025-09,paid_search
7604,Theo,Rao,theo.rao7604@lumen.example,Phoenix,TN,2026-01-09,2025-12,direct
7605,Aisha,Ortiz,aisha.ortiz7605@lumen.example,Nashville,TX,2025-12-06,2025-11,organic
7606,Nico,Vega,nico.vega7606@lumen.example,Detroit,CO,2025-05-25,2025-04,paid_search
7607,Noah,Gupta,noah.gupta7607@lumen.example,Austin,WA,2025-04-26,2025-03,organic
7608,Kai,Ortiz,kai.ortiz7608@lumen.example,Phoenix,NC,2025-07-31,2025-07,organic
7609,Tariq,Park,tariq.park7609@lumen.example,Nashville,OR,2025-11-08,2025-10,organic
7610,Neil,Das,neil.das7610@lumen.example,Austin,TN,2024-10-13,2024-10,email
7611,Tariq,Iyer,tariq.iyer7611@lumen.example,Kansas,TX,2024-12-15,2024-11,organic
7612,Aarav,Vega,aarav.vega7612@lumen.example,Atlanta,WA,2025-09-05,2025-08,direct
7613,Ravi,Mehta,ravi.mehta7613@lumen.example,Miami,WA,2025-02-18,2025-01,direct
7614,Zara,Sharma,zara.sharma7614@lumen.example,Nashville,TX,2025-06-17,2025-05,direct
7615,Asha,Iyer,asha.iyer7615@lumen.example,Seattle,MN,2025-02-18,2025-01,direct
7616,Sana,Das,sana.das7616@lumen.example,Austin,MI,2025-11-18,2025-10,referral
7617,Aisha,Bose,aisha.bose7617@lumen.example,Denver,TX,2025-06-01,2025-05,direct
7618,Maya,Nair,maya.nair7618@lumen.example,Raleigh,CO,2025-01-30,2025-01,email
7619,Elena,Sen,elena.sen7619@lumen.example,Kansas,MO,2024-10-11,2024-10,referral
7620,Aisha,Pillai,aisha.pillai7620@lumen.example,Chicago,IL,2026-03-16,2026-02,paid_search
7621,Amara,Singh,amara.singh7621@lumen.example,Nashville,AZ,2025-01-23,2024-12,direct
7622,Leo,Park,leo.park7622@lumen.example,Chicago,TN,2025-07-14,2025-06,direct
7623,Anika,Joshi,anika.joshi7623@lumen.example,Detroit,NC,2026-01-15,2025-12,social
7624,Ravi,Khan,ravi.khan7624@lumen.example,Boston,MO,2024-12-15,2024-11,direct
7625,Elena,Park,elena.park7625@lumen.example,Nashville,MA,2024-11-27,2024-10,email
7626,Tariq,Joshi,tariq.joshi7626@lumen.example,Miami,NC,2025-04-16,2025-03,organic
7627,Priya,Kim,priya.kim7627@lumen.example,Portland,TN,2026-01-10,2025-12,paid_search
7628,Jules,Mehta,jules.mehta7628@lumen.example,Nashville,CO,2025-07-11,2025-06,organic
7629,Maya,Shah,maya.shah7629@lumen.example,Seattle,GA,2025-10-24,2025-09,paid_search
7630,Tariq,Ortiz,tariq.ortiz7630@lumen.example,Kansas,CO,2026-01-10,2025-12,paid_search
7631,Kai,Nair,kai.nair7631@lumen.example,Phoenix,MN,2025-01-17,2024-12,paid_search
7632,Ezra,Iyer,ezra.iyer7632@lumen.example,Nashville,AZ,2024-12-09,2024-11,email
7633,Aisha,Iyer,aisha.iyer7633@lumen.example,Miami,GA,2024-12-06,2024-11,social
7634,Tariq,Nair,tariq.nair7634@lumen.example,Miami,NC,2024-10-08,2024-10,direct
7635,Sofia,Khan,sofia.khan7635@lumen.example,Nashville,WA,2025-11-10,2025-10,referral
7636,Leo,Shah,leo.shah7636@lumen.example,Portland,TX,2026-03-15,2026-02,organic
7637,Noah,Park,noah.park7637@lumen.example,Dallas,TX,2024-10-14,2024-10,email
7638,Tariq,Kim,tariq.kim7638@lumen.example,Nashville,TX,2025-02-18,2025-01,referral
7639,Maya,Joshi,maya.joshi7639@lumen.example,Chicago,GA,2026-01-07,2025-12,social
7640,Ravi,Kim,ravi.kim7640@lumen.example,Portland,MO,2025-02-28,2025-02,referral
7641,Anika,Khan,anika.khan7641@lumen.example,Boston,MI,2025-07-28,2025-07,paid_search
7642,Amara,Iyer,amara.iyer7642@lumen.example,Kansas,TX,2026-02-06,2026-01,social
7643,Nico,Singh,nico.singh7643@lumen.example,Detroit,TN,2026-03-11,2026-02,social
7644,Zara,Verma,zara.verma7644@lumen.example,Denver,TX,2025-06-01,2025-05,social
7645,Neil,Kim,neil.kim7645@lumen.example,Miami,TX,2025-12-27,2025-12,email
7646,Zara,Patel,zara.patel7646@lumen.example,Miami,GA,2025-01-19,2024-12,direct
7647,Ivan,Iyer,ivan.iyer7647@lumen.example,Denver,OR,2025-03-21,2025-02,organic
7648,Zara,Park,zara.park7648@lumen.example,Phoenix,OR,2025-06-16,2025-05,paid_search
7649,Sofia,Park,sofia.park7649@lumen.example,Chicago,TX,2026-02-06,2026-01,organic
7650,Zara,Ortiz,zara.ortiz7650@lumen.example,Raleigh,MA,2026-03-19,2026-02,organic
7651,Maya,Chen,maya.chen7651@lumen.example,Minneapolis,OR,2025-10-02,2025-09,organic
7652,Jules,Shah,jules.shah7652@lumen.example,Detroit,FL,2025-09-26,2025-09,email
7653,Reya,Iyer,reya.iyer7653@lumen.example,Minneapolis,MA,2025-12-23,2025-11,social
7654,Aisha,Khan,aisha.khan7654@lumen.example,Chicago,GA,2025-01-03,2024-12,direct
7655,Ravi,Gupta,ravi.gupta7655@lumen.example,Denver,OR,2024-11-28,2024-10,email
7656,Kai,Singh,kai.singh7656@lumen.example,Raleigh,TN,2025-09-07,2025-08,social
7657,Aarav,Vega,aarav.vega7657@lumen.example,Minneapolis,MI,2024-10-14,2024-10,social
7658,Ezra,Verma,ezra.verma7658@lumen.example,Minneapolis,CO,2025-09-18,2025-08,direct
7659,Elena,Das,elena.das7659@lumen.example,Denver,TN,2025-06-30,2025-06,social
7660,Mira,Vega,mira.vega7660@lumen.example,Miami,MN,2024-12-21,2024-11,email
7661,Ezra,Khan,ezra.khan7661@lumen.example,Seattle,GA,2025-04-09,2025-03,referral
7662,Theo,Nair,theo.nair7662@lumen.example,Miami,MA,2025-09-09,2025-08,paid_search
7663,Omar,Kim,omar.kim7663@lumen.example,Nashville,WA,2025-03-26,2025-02,paid_search
7664,Aisha,Nair,aisha.nair7664@lumen.example,Minneapolis,TX,2025-10-06,2025-09,referral
7665,Nico,Das,nico.das7665@lumen.example,Denver,IL,2026-01-02,2025-12,referral
7666,Asha,Kim,asha.kim7666@lumen.example,Chicago,GA,2025-02-08,2025-01,social
7667,Aarav,Shah,aarav.shah7667@lumen.example,Raleigh,GA,2025-01-17,2024-12,direct
7668,Yara,Sharma,yara.sharma7668@lumen.example,Minneapolis,TX,2025-11-12,2025-10,paid_search
7669,Rohan,Patel,rohan.patel7669@lumen.example,Raleigh,MO,2026-03-12,2026-02,paid_search
7670,Elena,Shah,elena.shah7670@lumen.example,Denver,TN,2025-06-19,2025-05,paid_search
7671,Anika,Nair,anika.nair7671@lumen.example,Austin,TX,2026-03-03,2026-02,organic
7672,Mira,Bose,mira.bose7672@lumen.example,Portland,GA,2026-01-11,2025-12,organic
7673,Ravi,Vega,ravi.vega7673@lumen.example,Denver,TN,2024-10-26,2024-10,direct
7674,Ravi,Bose,ravi.bose7674@lumen.example,Atlanta,TX,2024-10-02,2024-10,email
7675,Rohan,Iyer,rohan.iyer7675@lumen.example,Nashville,IL,2025-10-09,2025-09,paid_search
7676,Omar,Reddy,omar.reddy7676@lumen.example,Dallas,TX,2025-10-13,2025-09,email
7677,Amara,Verma,amara.verma7677@lumen.example,Chicago,OR,2025-02-19,2025-01,social
7678,Aarav,Chen,aarav.chen7678@lumen.example,Kansas,CO,2024-12-10,2024-11,email
7679,Ravi,Ortiz,ravi.ortiz7679@lumen.example,Nashville,TN,2025-06-18,2025-05,organic
7680,Asha,Verma,asha.verma7680@lumen.example,Seattle,NC,2025-10-22,2025-09,direct
7681,Sana,Gupta,sana.gupta7681@lumen.example,Nashville,FL,2025-02-14,2025-01,referral
7682,Leo,Rao,leo.rao7682@lumen.example,Chicago,OR,2026-02-28,2026-02,social
7683,Kai,Verma,kai.verma7683@lumen.example,Atlanta,MN,2025-07-14,2025-06,referral
7684,Zara,Mehta,zara.mehta7684@lumen.example,Miami,MA,2024-11-05,2024-10,email
7685,Elena,Kaur,elena.kaur7685@lumen.example,Kansas,FL,2026-02-05,2026-01,social
7686,Kai,Kaur,kai.kaur7686@lumen.example,Austin,TN,2024-11-21,2024-10,organic
7687,Sana,Park,sana.park7687@lumen.example,Denver,TX,2025-01-13,2024-12,email
7688,Lina,Kim,lina.kim7688@lumen.example,Phoenix,TX,2025-08-01,2025-07,direct
7689,Yara,Sharma,yara.sharma7689@lumen.example,Raleigh,WA,2025-11-02,2025-10,organic
7690,Rohan,Ortiz,rohan.ortiz7690@lumen.example,Raleigh,MN,2025-03-28,2025-02,referral
7691,Ravi,Ortiz,ravi.ortiz7691@lumen.example,Chicago,AZ,2024-10-27,2024-10,social
7692,Nico,Rao,nico.rao7692@lumen.example,Seattle,WA,2025-01-09,2024-12,organic
7693,Yara,Shah,yara.shah7693@lumen.example,Raleigh,TX,2025-09-24,2025-08,email
7694,Nico,Vega,nico.vega7694@lumen.example,Atlanta,MO,2026-02-12,2026-01,social
7695,Reya,Das,reya.das7695@lumen.example,Minneapolis,NC,2026-01-12,2025-12,social
7696,Kai,Sen,kai.sen7696@lumen.example,Portland,AZ,2024-11-09,2024-10,email
7697,Tariq,Iyer,tariq.iyer7697@lumen.example,Raleigh,MA,2026-02-23,2026-02,social
7698,Amara,Khan,amara.khan7698@lumen.example,Dallas,CO,2025-07-04,2025-06,email
7699,Isla,Shah,isla.shah7699@lumen.example,Nashville,AZ,2025-12-04,2025-11,referral
7700,Nico,Ortiz,nico.ortiz7700@lumen.example,Phoenix,MN,2025-03-16,2025-02,social
7701,Arjun,Vega,arjun.vega7701@lumen.example,Chicago,GA,2026-03-15,2026-02,referral
7702,Amara,Mehta,amara.mehta7702@lumen.example,Kansas,MN,2026-01-09,2025-12,organic
7703,Sofia,Nair,sofia.nair7703@lumen.example,Minneapolis,TN,2025-04-27,2025-03,referral
7704,Aarav,Park,aarav.park7704@lumen.example,Detroit,TN,2026-01-31,2026-01,paid_search
7705,Omar,Bose,omar.bose7705@lumen.example,Denver,TN,2025-09-16,2025-08,organic
7706,Kai,Park,kai.park7706@lumen.example,Phoenix,MO,2024-11-10,2024-10,email
7707,Aarav,Shah,aarav.shah7707@lumen.example,Raleigh,WA,2025-07-14,2025-06,paid_search
7708,Arjun,Reddy,arjun.reddy7708@lumen.example,Miami,AZ,2025-11-01,2025-10,direct
7709,Ravi,Joshi,ravi.joshi7709@lumen.example,Atlanta,GA,2025-01-31,2025-01,organic
7710,Leo,Sen,leo.sen7710@lumen.example,Detroit,MO,2026-03-21,2026-02,organic
7711,Neil,Park,neil.park7711@lumen.example,Miami,TN,2025-09-15,2025-08,email
7712,Yara,Bose,yara.bose7712@lumen.example,Nashville,TX,2025-12-05,2025-11,referral
7713,Maya,Ortiz,maya.ortiz7713@lumen.example,Detroit,WA,2025-04-29,2025-04,direct
7714,Priya,Shah,priya.shah7714@lumen.example,Chicago,GA,2025-09-19,2025-08,direct
7715,Leo,Gupta,leo.gupta7715@lumen.example,Phoenix,WA,2026-02-09,2026-01,referral
7716,Priya,Khan,priya.khan7716@lumen.example,Seattle,TX,2025-11-14,2025-10,social
7717,Anika,Rao,anika.rao7717@lumen.example,Boston,MI,2025-07-12,2025-06,referral
7718,Sofia,Gupta,sofia.gupta7718@lumen.example,Nashville,MA,2026-01-12,2025-12,email
7719,Ravi,Chen,ravi.chen7719@lumen.example,Kansas,WA,2024-12-11,2024-11,social
7720,Isla,Khan,isla.khan7720@lumen.example,Atlanta,IL,2025-09-03,2025-08,referral
7721,Priya,Shah,priya.shah7721@lumen.example,Dallas,OR,2025-08-07,2025-07,organic
7722,Zara,Gupta,zara.gupta7722@lumen.example,Minneapolis,TX,2025-10-04,2025-09,email
7723,Jules,Verma,jules.verma7723@lumen.example,Dallas,GA,2025-09-27,2025-09,direct
7724,Jonah,Ortiz,jonah.ortiz7724@lumen.example,Seattle,TN,2025-08-15,2025-07,social
7725,Theo,Khan,theo.khan7725@lumen.example,Boston,FL,2024-10-21,2024-10,social
7726,Zara,Shah,zara.shah7726@lumen.example,Atlanta,FL,2025-12-28,2025-12,social
7727,Tariq,Patel,tariq.patel7727@lumen.example,Minneapolis,TX,2025-10-17,2025-09,paid_search
7728,Jules,Iyer,jules.iyer7728@lumen.example,Austin,IL,2026-01-20,2025-12,referral
7729,Jules,Mehta,jules.mehta7729@lumen.example,Nashville,AZ,2025-09-11,2025-08,direct
7730,Arjun,Verma,arjun.verma7730@lumen.example,Raleigh,MO,2025-09-10,2025-08,email
7731,Sana,Nair,sana.nair7731@lumen.example,Denver,MI,2026-01-14,2025-12,email
7732,Asha,Bose,asha.bose7732@lumen.example,Chicago,CO,2025-02-01,2025-01,direct
7733,Neil,Shah,neil.shah7733@lumen.example,Kansas,OR,2025-03-07,2025-02,social
7734,Yara,Pillai,yara.pillai7734@lumen.example,Portland,AZ,2025-06-05,2025-05,organic
7735,Tariq,Sen,tariq.sen7735@lumen.example,Chicago,TX,2025-09-07,2025-08,referral
7736,Ines,Ortiz,ines.ortiz7736@lumen.example,Portland,CO,2025-10-17,2025-09,organic
7737,Neil,Nair,neil.nair7737@lumen.example,Boston,TX,2025-11-19,2025-10,email
7738,Asha,Ortiz,asha.ortiz7738@lumen.example,Kansas,NC,2026-01-21,2025-12,email
7739,Lina,Shah,lina.shah7739@lumen.example,Phoenix,WA,2025-08-02,2025-07,email
7740,Sofia,Shah,sofia.shah7740@lumen.example,Nashville,MI,2025-08-18,2025-07,paid_search
7741,Arjun,Mehta,arjun.mehta7741@lumen.example,Phoenix,MI,2025-12-16,2025-11,organic
7742,Tariq,Kaur,tariq.kaur7742@lumen.example,Phoenix,TX,2025-04-01,2025-03,organic
7743,Maya,Singh,maya.singh7743@lumen.example,Detroit,FL,2025-04-19,2025-03,direct
7744,Reya,Das,reya.das7744@lumen.example,Austin,MA,2024-12-18,2024-11,email
7745,Lina,Patel,lina.patel7745@lumen.example,Boston,TX,2026-01-05,2025-12,referral
7746,Jonah,Vega,jonah.vega7746@lumen.example,Portland,IL,2025-07-04,2025-06,direct
7747,Sofia,Mehta,sofia.mehta7747@lumen.example,Minneapolis,TX,2026-03-16,2026-02,email
7748,Kai,Joshi,kai.joshi7748@lumen.example,Chicago,TX,2025-03-19,2025-02,organic
7749,Elena,Das,elena.das7749@lumen.example,Raleigh,TX,2026-03-18,2026-02,organic
7750,Aarav,Verma,aarav.verma7750@lumen.example,Chicago,GA,2025-01-18,2024-12,direct
7751,Maya,Pillai,maya.pillai7751@lumen.example,Chicago,FL,2024-12-06,2024-11,email
7752,Priya,Das,priya.das7752@lumen.example,Atlanta,MA,2025-08-16,2025-07,social
7753,Neil,Das,neil.das7753@lumen.example,Dallas,CO,2025-04-05,2025-03,email
7754,Noah,Sharma,noah.sharma7754@lumen.example,Chicago,TX,2026-01-24,2026-01,social
7755,Neil,Rao,neil.rao7755@lumen.example,Portland,TX,2024-11-12,2024-10,email
7756,Elena,Chen,elena.chen7756@lumen.example,Atlanta,FL,2025-03-14,2025-02,social
7757,Kai,Ortiz,kai.ortiz7757@lumen.example,Nashville,IL,2024-12-09,2024-11,paid_search
7758,Tariq,Singh,tariq.singh7758@lumen.example,Minneapolis,MN,2025-09-08,2025-08,email
7759,Neil,Verma,neil.verma7759@lumen.example,Chicago,WA,2026-02-02,2026-01,paid_search
7760,Omar,Bose,omar.bose7760@lumen.example,Phoenix,WA,2025-07-10,2025-06,social
7761,Aisha,Gupta,aisha.gupta7761@lumen.example,Atlanta,MA,2026-01-14,2025-12,organic
7762,Tobias,Verma,tobias.verma7762@lumen.example,Detroit,GA,2024-10-05,2024-10,social
7763,Tariq,Das,tariq.das7763@lumen.example,Denver,IL,2026-01-17,2025-12,paid_search
7764,Elena,Reddy,elena.reddy7764@lumen.example,Denver,NC,2025-12-31,2025-12,email
7765,Maya,Sen,maya.sen7765@lumen.example,Minneapolis,TX,2025-09-05,2025-08,referral
7766,Asha,Chen,asha.chen7766@lumen.example,Dallas,MA,2025-12-26,2025-12,direct
7767,Zara,Sen,zara.sen7767@lumen.example,Kansas,MO,2025-11-16,2025-10,social
7768,Ivan,Kim,ivan.kim7768@lumen.example,Denver,TX,2025-08-17,2025-07,email
7769,Ivan,Das,ivan.das7769@lumen.example,Dallas,TX,2025-10-04,2025-09,organic
7770,Sana,Kaur,sana.kaur7770@lumen.example,Chicago,TX,2026-02-19,2026-01,organic
7771,Tariq,Patel,tariq.patel7771@lumen.example,Detroit,WA,2026-03-15,2026-02,paid_search
7772,Kai,Mehta,kai.mehta7772@lumen.example,Phoenix,GA,2026-01-28,2026-01,referral
7773,Asha,Verma,asha.verma7773@lumen.example,Minneapolis,MA,2025-06-19,2025-05,paid_search
7774,Priya,Verma,priya.verma7774@lumen.example,Kansas,TX,2025-04-30,2025-04,organic
7775,Omar,Kaur,omar.kaur7775@lumen.example,Minneapolis,MN,2025-06-21,2025-05,email
7776,Neil,Khan,neil.khan7776@lumen.example,Phoenix,MO,2025-08-10,2025-07,paid_search
7777,Noah,Joshi,noah.joshi7777@lumen.example,Portland,NC,2025-03-28,2025-02,direct
7778,Ivan,Kim,ivan.kim7778@lumen.example,Detroit,TX,2025-04-25,2025-03,social
7779,Rohan,Rao,rohan.rao7779@lumen.example,Phoenix,TN,2025-06-01,2025-05,paid_search
7780,Tobias,Nair,tobias.nair7780@lumen.example,Austin,IL,2025-04-14,2025-03,referral
7781,Rohan,Reddy,rohan.reddy7781@lumen.example,Dallas,MA,2025-08-27,2025-08,paid_search
7782,Asha,Ortiz,asha.ortiz7782@lumen.example,Kansas,CO,2026-02-28,2026-02,direct
7783,Zara,Patel,zara.patel7783@lumen.example,Minneapolis,MA,2025-06-20,2025-05,social
7784,Nico,Singh,nico.singh7784@lumen.example,Austin,AZ,2025-06-13,2025-05,social
7785,Noah,Park,noah.park7785@lumen.example,Chicago,OR,2025-11-08,2025-10,referral
7786,Anika,Sharma,anika.sharma7786@lumen.example,Seattle,MA,2026-03-10,2026-02,email
7787,Kai,Vega,kai.vega7787@lumen.example,Denver,FL,2025-12-04,2025-11,email
7788,Kai,Kim,kai.kim7788@lumen.example,Portland,MO,2025-10-21,2025-09,email
7789,Sana,Patel,sana.patel7789@lumen.example,Denver,TX,2025-11-15,2025-10,paid_search
7790,Ezra,Rao,ezra.rao7790@lumen.example,Phoenix,MN,2025-11-12,2025-10,social
7791,Reya,Shah,reya.shah7791@lumen.example,Boston,TX,2026-03-06,2026-02,organic
7792,Maya,Sharma,maya.sharma7792@lumen.example,Atlanta,MO,2025-07-13,2025-06,direct
7793,Tobias,Iyer,tobias.iyer7793@lumen.example,Kansas,FL,2025-02-28,2025-02,referral
7794,Sana,Nair,sana.nair7794@lumen.example,Seattle,MO,2025-04-13,2025-03,paid_search
7795,Ravi,Kim,ravi.kim7795@lumen.example,Phoenix,MN,2024-11-14,2024-10,paid_search
7796,Ravi,Iyer,ravi.iyer7796@lumen.example,Portland,GA,2025-01-06,2024-12,paid_search
7797,Leo,Bose,leo.bose7797@lumen.example,Denver,TN,2025-04-20,2025-03,paid_search
7798,Isla,Gupta,isla.gupta7798@lumen.example,Miami,OR,2026-01-17,2025-12,organic
7799,Sofia,Reddy,sofia.reddy7799@lumen.example,Portland,MO,2025-02-10,2025-01,paid_search
7800,Elena,Gupta,elena.gupta7800@lumen.example,Denver,CO,2026-01-03,2025-12,email
7801,Ivan,Gupta,ivan.gupta7801@lumen.example,Detroit,TX,2025-01-13,2024-12,direct
7802,Asha,Iyer,asha.iyer7802@lumen.example,Austin,CO,2025-02-28,2025-02,organic
7803,Jonah,Patel,jonah.patel7803@lumen.example,Atlanta,IL,2025-04-27,2025-03,social
7804,Yara,Khan,yara.khan7804@lumen.example,Boston,TN,2026-02-03,2026-01,referral
7805,Aarav,Park,aarav.park7805@lumen.example,Dallas,IL,2026-02-23,2026-02,organic
7806,Tobias,Joshi,tobias.joshi7806@lumen.example,Austin,TN,2024-10-27,2024-10,referral
7807,Asha,Ortiz,asha.ortiz7807@lumen.example,Boston,FL,2025-10-03,2025-09,referral
7808,Priya,Kaur,priya.kaur7808@lumen.example,Denver,GA,2025-03-22,2025-02,social
7809,Tobias,Khan,tobias.khan7809@lumen.example,Dallas,MN,2025-11-18,2025-10,paid_search
7810,Mira,Das,mira.das7810@lumen.example,Miami,AZ,2025-10-15,2025-09,organic
7811,Ravi,Kim,ravi.kim7811@lumen.example,Austin,MA,2025-10-10,2025-09,referral
7812,Reya,Joshi,reya.joshi7812@lumen.example,Atlanta,WA,2025-03-13,2025-02,email
7813,Leo,Chen,leo.chen7813@lumen.example,Seattle,FL,2025-03-05,2025-02,organic
7814,Sofia,Nair,sofia.nair7814@lumen.example,Raleigh,OR,2025-11-03,2025-10,organic
7815,Anika,Shah,anika.shah7815@lumen.example,Phoenix,FL,2025-08-30,2025-08,social
7816,Jonah,Shah,jonah.shah7816@lumen.example,Kansas,MA,2024-12-05,2024-11,direct
7817,Neil,Das,neil.das7817@lumen.example,Miami,TX,2025-12-03,2025-11,referral
7818,Mira,Ortiz,mira.ortiz7818@lumen.example,Portland,WA,2025-10-31,2025-10,paid_search
7819,Tariq,Sen,tariq.sen7819@lumen.example,Chicago,MA,2025-12-12,2025-11,email
7820,Nico,Shah,nico.shah7820@lumen.example,Kansas,CO,2026-03-14,2026-02,paid_search
7821,Ines,Joshi,ines.joshi7821@lumen.example,Miami,GA,2025-08-31,2025-08,email
7822,Kai,Verma,kai.verma7822@lumen.example,Austin,MI,2025-03-07,2025-02,direct
7823,Elena,Ortiz,elena.ortiz7823@lumen.example,Miami,TX,2026-02-13,2026-01,referral
7824,Anika,Patel,anika.patel7824@lumen.example,Chicago,TN,2024-11-28,2024-10,direct
7825,Zara,Bose,zara.bose7825@lumen.example,Boston,TX,2024-12-21,2024-11,paid_search
7826,Arjun,Iyer,arjun.iyer7826@lumen.example,Miami,TX,2025-09-09,2025-08,direct
7827,Priya,Vega,priya.vega7827@lumen.example,Phoenix,MI,2025-07-17,2025-06,organic
7828,Jules,Bose,jules.bose7828@lumen.example,Minneapolis,FL,2024-12-21,2024-11,email
7829,Elena,Bose,elena.bose7829@lumen.example,Raleigh,TN,2025-12-29,2025-12,email
7830,Asha,Joshi,asha.joshi7830@lumen.example,Seattle,WA,2025-07-11,2025-06,organic
7831,Jules,Reddy,jules.reddy7831@lumen.example,Miami,TN,2025-07-26,2025-06,referral
7832,Neil,Das,neil.das7832@lumen.example,Phoenix,MN,2025-03-07,2025-02,email
7833,Reya,Singh,reya.singh7833@lumen.example,Portland,NC,2025-10-17,2025-09,referral
7834,Ravi,Park,ravi.park7834@lumen.example,Austin,WA,2025-02-02,2025-01,organic
7835,Isla,Verma,isla.verma7835@lumen.example,Portland,MI,2025-03-12,2025-02,direct
7836,Kai,Patel,kai.patel7836@lumen.example,Seattle,FL,2025-04-22,2025-03,social
7837,Aisha,Reddy,aisha.reddy7837@lumen.example,Dallas,OR,2024-10-07,2024-10,direct
7838,Neil,Patel,neil.patel7838@lumen.example,Detroit,TN,2025-08-13,2025-07,organic
7839,Aisha,Das,aisha.das7839@lumen.example,Kansas,TX,2025-09-13,2025-08,social
7840,Leo,Khan,leo.khan7840@lumen.example,Miami,GA,2024-11-07,2024-10,direct
7841,Theo,Reddy,theo.reddy7841@lumen.example,Chicago,WA,2025-07-02,2025-06,referral
7842,Ines,Park,ines.park7842@lumen.example,Chicago,GA,2025-11-13,2025-10,social
7843,Aisha,Ortiz,aisha.ortiz7843@lumen.example,Minneapolis,OR,2025-03-07,2025-02,organic
7844,Ravi,Sen,ravi.sen7844@lumen.example,Chicago,CO,2025-04-17,2025-03,paid_search
7845,Ivan,Bose,ivan.bose7845@lumen.example,Dallas,OR,2024-10-12,2024-10,organic
7846,Ravi,Kaur,ravi.kaur7846@lumen.example,Nashville,TX,2025-11-02,2025-10,organic
7847,Ravi,Joshi,ravi.joshi7847@lumen.example,Boston,CO,2025-07-12,2025-06,referral
7848,Arjun,Pillai,arjun.pillai7848@lumen.example,Portland,GA,2025-11-23,2025-10,paid_search
7849,Tobias,Ortiz,tobias.ortiz7849@lumen.example,Denver,GA,2025-11-14,2025-10,direct
7850,Arjun,Verma,arjun.verma7850@lumen.example,Seattle,OR,2024-12-13,2024-11,social
7851,Yara,Park,yara.park7851@lumen.example,Nashville,TX,2024-10-08,2024-10,paid_search
7852,Sana,Park,sana.park7852@lumen.example,Seattle,IL,2024-12-15,2024-11,referral
7853,Ezra,Bose,ezra.bose7853@lumen.example,Nashville,OR,2024-10-28,2024-10,paid_search
7854,Noah,Mehta,noah.mehta7854@lumen.example,Miami,FL,2025-05-14,2025-04,email
7855,Ezra,Nair,ezra.nair7855@lumen.example,Kansas,GA,2026-03-06,2026-02,direct
7856,Leo,Mehta,leo.mehta7856@lumen.example,Seattle,MI,2025-01-19,2024-12,organic
7857,Tariq,Pillai,tariq.pillai7857@lumen.example,Dallas,MO,2025-08-24,2025-07,email
7858,Noah,Mehta,noah.mehta7858@lumen.example,Kansas,GA,2024-12-21,2024-11,email
7859,Zara,Khan,zara.khan7859@lumen.example,Detroit,MA,2025-03-18,2025-02,organic
7860,Maya,Bose,maya.bose7860@lumen.example,Atlanta,WA,2025-05-16,2025-04,paid_search
7861,Anika,Iyer,anika.iyer7861@lumen.example,Chicago,MA,2025-03-28,2025-02,email
7862,Neil,Singh,neil.singh7862@lumen.example,Boston,AZ,2025-08-02,2025-07,email
7863,Sofia,Pillai,sofia.pillai7863@lumen.example,Dallas,IL,2025-05-23,2025-04,social
7864,Nico,Singh,nico.singh7864@lumen.example,Atlanta,TX,2026-02-17,2026-01,direct
